,Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,EducationField,EmployeeNumber,Gender,HourlyRate,JobLevel,JobRole,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,education_level,environmental_satiscation,job_involvement_label,job_satisfaction_label,performance_rating_label,relationship_satisfaction_label,work_life_balance_label
129,49,No,Travel_Rarely,470,Research & Development,20,Medical,170,Female,96,2,Manufacturing Director,Married,6567,5549,1,No,14,80,0,16,2,15,11,5,11,Master,High,High,Low,Excellent,High,Good
130,43,No,Travel_Frequently,957,Research & Development,28,Medical,171,Female,72,1,Research Scientist,Single,4739,16090,4,No,12,80,0,18,2,3,2,1,2,Bachelor,Medium,Very High,High,Excellent,Very High,Better
131,50,No,Travel_Frequently,809,Sales,12,Marketing,174,Female,77,3,Sales Executive,Single,9208,6645,4,No,11,80,0,16,3,2,2,2,1,Bachelor,High,High,Very High,Excellent,Very High,Better
132,31,Yes,Travel_Rarely,542,Sales,20,Life Sciences,175,Female,71,2,Sales Executive,Married,4559,24788,3,Yes,11,80,1,4,2,2,2,2,2,Bachelor,Medium,Low,High,Excellent,High,Better
133,41,No,Travel_Rarely,802,Sales,9,Life Sciences,176,Male,96,3,Sales Executive,Divorced,8189,21196,3,Yes,13,80,1,12,2,9,7,0,7,Below College,High,High,High,Excellent,High,Better
134,26,No,Travel_Rarely,1355,Human Resources,25,Life Sciences,177,Female,61,1,Human Resources,Married,2942,8916,1,No,23,80,1,8,3,8,7,5,7,Below College,High,High,High,Outstanding,Very High,Better
135,36,No,Travel_Rarely,216,Research & Development,6,Medical,178,Male,84,2,Manufacturing Director,Divorced,4941,2819,6,No,20,80,2,7,0,3,2,0,1,College,Medium,High,Medium,Outstanding,Very High,Better
136,51,Yes,Travel_Frequently,1150,Research & Development,8,Life Sciences,179,Male,53,3,Manufacturing Director,Single,10650,25150,2,No,15,80,0,18,2,4,2,0,3,Master,Low,Low,Very High,Excellent,Very High,Better
137,39,No,Travel_Rarely,1329,Sales,4,Life Sciences,182,Female,47,2,Sales Executive,Married,5902,14590,4,No,14,80,1,17,1,15,11,5,9,Master,Very High,Medium,High,Excellent,High,Best
138,25,No,Travel_Rarely,959,Sales,28,Life Sciences,183,Male,41,2,Sales Executive,Married,8639,24835,2,No,18,80,0,6,3,2,2,2,2,Bachelor,Low,Medium,High,Excellent,Very High,Better
139,30,No,Travel_Rarely,1240,Human Resources,9,Human Resources,184,Male,48,2,Human Resources,Married,6347,13982,0,Yes,19,80,0,12,2,11,9,4,7,Bachelor,High,High,Very High,Excellent,Very High,Bad
140,32,Yes,Travel_Rarely,1033,Research & Development,9,Medical,190,Female,41,1,Laboratory Technician,Single,4200,10224,7,No,22,80,0,10,2,5,4,0,4,Bachelor,Low,High,Low,Outstanding,Low,Best
141,45,No,Travel_Rarely,1316,Research & Development,29,Medical,192,Male,83,1,Research Scientist,Single,3452,9752,5,No,13,80,0,9,2,6,5,0,3,Bachelor,High,High,Very High,Excellent,Medium,Good
142,38,No,Travel_Rarely,364,Research & Development,3,Technical Degree,193,Female,32,2,Research Scientist,Single,4317,2302,3,Yes,20,80,0,19,2,3,2,2,2,Doctor,Very High,High,High,Outstanding,Medium,Better
143,30,No,Travel_Rarely,438,Research & Development,18,Life Sciences,194,Female,75,1,Research Scientist,Single,2632,23910,1,No,14,80,0,5,4,5,4,0,4,Bachelor,Low,High,High,Excellent,High,Good
144,32,No,Travel_Frequently,689,Sales,9,Medical,195,Male,35,2,Sales Executive,Divorced,4668,22812,0,No,17,80,3,9,2,8,7,0,7,College,Very High,Low,Very High,Excellent,Very High,Best
145,30,No,Travel_Rarely,201,Research & Development,5,Technical Degree,197,Female,84,1,Research Scientist,Divorced,3204,10415,5,No,14,80,1,8,3,3,2,2,2,Bachelor,Very High,High,Low,Excellent,Very High,Better
146,30,No,Travel_Rarely,1427,Research & Development,2,Medical,198,Male,35,1,Laboratory Technician,Single,2720,11162,0,No,13,80,0,6,3,5,3,1,2,Below College,Medium,Medium,Very High,Excellent,Very High,Better
147,41,No,Travel_Frequently,857,Research & Development,10,Life Sciences,199,Male,91,4,Manager,Divorced,17181,12888,4,No,13,80,1,21,2,7,6,7,7,Bachelor,Very High,Medium,Low,Excellent,Medium,Good
148,41,No,Travel_Rarely,933,Research & Development,9,Life Sciences,200,Male,94,1,Laboratory Technician,Married,2238,6961,2,No,21,80,1,7,2,5,0,1,4,Master,High,High,Low,Outstanding,Very High,Better
149,19,No,Travel_Rarely,1181,Research & Development,3,Medical,201,Female,79,1,Laboratory Technician,Single,1483,16102,1,No,14,80,0,1,3,1,0,0,0,Below College,Medium,High,Medium,Excellent,Very High,Better
150,40,No,Travel_Frequently,1395,Research & Development,26,Medical,202,Female,54,2,Research Scientist,Divorced,5605,8504,1,No,11,80,1,20,2,20,7,2,13,Bachelor,Medium,High,Medium,Excellent,Low,Better
151,35,No,Travel_Rarely,662,Sales,1,Marketing,204,Male,94,3,Sales Executive,Married,7295,11439,1,No,13,80,2,10,3,10,8,0,6,Doctor,High,High,Medium,Excellent,Low,Better
152,53,No,Travel_Rarely,1436,Sales,6,Marketing,205,Male,34,2,Sales Representative,Married,2306,16047,2,Yes,20,80,1,13,3,7,7,4,5,College,Medium,High,High,Outstanding,Very High,Bad
153,45,No,Travel_Rarely,194,Research & Development,9,Life Sciences,206,Male,60,2,Laboratory Technician,Divorced,2348,10901,8,No,18,80,1,20,2,17,9,0,15,Bachelor,Medium,High,Medium,Excellent,High,Bad
154,32,No,Travel_Frequently,967,Sales,8,Marketing,207,Female,43,3,Sales Executive,Single,8998,15589,1,No,14,80,0,9,2,9,8,3,7,Bachelor,Medium,High,Very High,Excellent,Very High,Better
155,29,No,Non-Travel,1496,Research & Development,1,Technical Degree,208,Male,41,2,Manufacturing Director,Married,4319,26283,1,No,13,80,1,10,1,10,7,0,9,Below College,Very High,High,High,Excellent,Low,Better
156,51,No,Travel_Rarely,1169,Research & Development,7,Medical,211,Male,34,2,Manufacturing Director,Married,6132,13983,2,No,17,80,0,10,2,1,0,0,0,Master,Medium,Medium,High,Excellent,High,Better
157,58,No,Travel_Rarely,1145,Research & Development,9,Medical,214,Female,75,1,Research Scientist,Married,3346,11873,4,Yes,20,80,1,9,3,1,0,0,0,Bachelor,Medium,Medium,Medium,Outstanding,Medium,Good
158,40,No,Travel_Rarely,630,Sales,4,Marketing,215,Male,67,3,Sales Executive,Married,10855,8552,7,No,11,80,1,15,2,12,11,2,11,Master,High,Medium,Very High,Excellent,Low,Good
159,34,No,Travel_Frequently,303,Sales,2,Marketing,216,Female,75,1,Sales Representative,Married,2231,11314,6,No,18,80,1,6,3,4,3,1,2,Master,High,High,High,Excellent,Very High,Better
160,22,No,Travel_Rarely,1256,Research & Development,19,Medical,217,Male,80,1,Research Scientist,Married,2323,11992,1,No,24,80,2,2,6,2,2,2,2,Below College,High,High,Very High,Outstanding,Low,Better
161,27,No,Non-Travel,691,Research & Development,9,Medical,218,Male,57,1,Research Scientist,Divorced,2024,5970,6,No,18,80,1,6,1,2,2,2,2,Bachelor,Very High,High,Medium,Excellent,Very High,Bad
162,28,No,Travel_Rarely,440,Research & Development,21,Medical,221,Male,42,1,Research Scientist,Married,2713,6672,1,No,11,80,1,5,2,5,2,0,2,Bachelor,High,High,Very High,Excellent,High,Bad
163,57,No,Travel_Rarely,334,Research & Development,24,Life Sciences,223,Male,83,3,Healthcare Representative,Divorced,9439,23402,3,Yes,16,80,1,12,2,5,3,1,4,College,High,Very High,Very High,Excellent,Medium,Bad
164,27,No,Non-Travel,1450,Research & Development,3,Medical,224,Male,79,1,Research Scientist,Divorced,2566,25326,1,Yes,15,80,1,1,2,1,1,0,1,Bachelor,High,Medium,High,Excellent,Very High,Good
165,50,No,Travel_Rarely,1452,Research & Development,11,Life Sciences,226,Female,53,5,Manager,Single,19926,17053,3,No,15,80,0,21,5,5,4,4,4,Bachelor,High,High,Medium,Excellent,Medium,Better
166,41,No,Travel_Rarely,465,Research & Development,14,Life Sciences,227,Male,56,1,Research Scientist,Divorced,2451,4609,4,No,12,80,1,13,2,9,8,1,8,Bachelor,Low,High,High,Excellent,Low,Better
167,30,No,Travel_Rarely,1339,Sales,5,Life Sciences,228,Female,41,3,Sales Executive,Married,9419,8053,2,No,12,80,1,12,2,10,9,7,4,Bachelor,Medium,High,Very High,Excellent,High,Better
168,38,No,Travel_Rarely,702,Sales,1,Life Sciences,230,Female,59,2,Sales Executive,Single,8686,12930,4,No,22,80,0,12,2,8,3,0,7,Master,Low,Medium,Very High,Outstanding,High,Best
169,32,No,Travel_Rarely,120,Research & Development,6,Life Sciences,231,Male,43,1,Research Scientist,Single,3038,12430,3,No,20,80,0,8,2,5,4,1,4,Doctor,High,High,High,Outstanding,Low,Better
170,27,No,Travel_Rarely,1157,Research & Development,17,Technical Degree,233,Male,51,1,Research Scientist,Married,3058,13364,0,Yes,16,80,1,6,3,5,2,1,1,Bachelor,High,High,Medium,Excellent,Very High,Good
171,19,Yes,Travel_Frequently,602,Sales,1,Technical Degree,235,Female,100,1,Sales Representative,Single,2325,20989,0,No,21,80,0,1,5,0,0,0,0,Below College,High,Low,Low,Outstanding,Low,Best
172,36,No,Travel_Frequently,1480,Research & Development,3,Medical,238,Male,30,1,Laboratory Technician,Single,2088,15062,4,No,12,80,0,13,3,8,7,7,2,College,Very High,High,Medium,Excellent,High,Good
173,30,No,Non-Travel,111,Research & Development,9,Medical,239,Male,66,2,Laboratory Technician,Divorced,3072,11012,1,No,11,80,2,12,4,12,9,6,10,Bachelor,High,High,Low,Excellent,High,Better
174,45,No,Travel_Rarely,1268,Sales,4,Life Sciences,240,Female,30,2,Sales Executive,Divorced,5006,6319,4,Yes,11,80,1,9,3,5,4,0,3,College,High,High,Low,Excellent,Low,Best
175,56,No,Travel_Rarely,713,Research & Development,8,Life Sciences,241,Female,67,1,Research Scientist,Divorced,4257,13939,4,Yes,18,80,1,19,3,2,2,2,2,Bachelor,High,High,Low,Excellent,High,Better
176,33,No,Travel_Rarely,134,Research & Development,2,Life Sciences,242,Male,90,1,Research Scientist,Single,2500,10515,0,No,14,80,0,4,2,3,1,0,2,Bachelor,High,High,Very High,Excellent,Low,Best
177,19,Yes,Travel_Rarely,303,Research & Development,2,Life Sciences,243,Male,47,1,Laboratory Technician,Single,1102,9241,1,No,22,80,0,1,3,1,0,1,0,Bachelor,Medium,Medium,Very High,Outstanding,High,Good
178,46,No,Travel_Rarely,526,Sales,1,Marketing,244,Female,92,3,Sales Executive,Divorced,10453,2137,1,No,25,80,3,24,2,24,13,15,7,College,Medium,High,Low,Outstanding,High,Better
179,38,No,Travel_Rarely,1380,Research & Development,9,Life Sciences,245,Female,75,1,Laboratory Technician,Single,2288,6319,1,No,12,80,0,2,3,2,2,2,1,College,High,High,Very High,Excellent,High,Better
180,31,No,Travel_Rarely,140,Research & Development,12,Medical,246,Female,95,1,Research Scientist,Married,3929,6984,8,Yes,23,80,1,7,0,4,2,0,2,Below College,High,High,Very High,Outstanding,High,Better
181,34,No,Travel_Rarely,629,Research & Development,27,Medical,247,Female,95,1,Research Scientist,Single,2311,5711,2,No,15,80,0,9,3,3,2,1,2,College,Very High,High,Medium,Excellent,Very High,Better
182,41,Yes,Travel_Rarely,1356,Sales,20,Marketing,248,Female,70,1,Sales Representative,Single,3140,21728,1,Yes,22,80,0,4,5,4,3,0,2,College,Medium,High,Medium,Outstanding,Very High,Good
183,50,No,Travel_Rarely,328,Research & Development,1,Medical,249,Male,86,1,Laboratory Technician,Married,3690,3425,2,No,15,80,1,5,2,3,2,0,2,Bachelor,High,Medium,High,Excellent,Very High,Good
184,53,No,Travel_Rarely,1084,Research & Development,13,Medical,250,Female,57,2,Manufacturing Director,Divorced,4450,26250,1,No,11,80,2,5,3,4,2,1,3,College,Very High,Very High,Low,Excellent,High,Better
185,33,No,Travel_Rarely,931,Research & Development,14,Medical,252,Female,72,1,Research Scientist,Married,2756,4673,1,No,13,80,1,8,5,8,7,1,6,Bachelor,Very High,High,Medium,Excellent,Very High,Better
186,40,No,Travel_Rarely,989,Research & Development,4,Medical,253,Female,46,5,Manager,Married,19033,6499,1,No,14,80,1,21,2,20,8,9,9,Below College,Very High,High,High,Excellent,Medium,Better
187,55,No,Travel_Rarely,692,Research & Development,14,Medical,254,Male,61,5,Research Director,Single,18722,13339,8,No,11,80,0,36,3,24,15,2,15,Master,High,Very High,Medium,Excellent,Very High,Better
188,34,No,Travel_Frequently,1069,Research & Development,2,Life Sciences,256,Male,45,2,Manufacturing Director,Married,9547,14074,1,No,17,80,0,10,2,10,9,1,9,Below College,Very High,Medium,High,Excellent,High,Good
189,51,No,Travel_Rarely,313,Research & Development,3,Medical,258,Female,98,4,Healthcare Representative,Single,13734,7192,3,No,18,80,0,21,6,7,7,1,0,Bachelor,Very High,High,Medium,Excellent,High,Better
190,52,No,Travel_Rarely,699,Research & Development,1,Life Sciences,259,Male,65,5,Manager,Married,19999,5678,0,No,14,80,1,34,5,33,18,11,9,Master,High,Medium,High,Excellent,Low,Better
191,27,No,Travel_Rarely,894,Research & Development,9,Medical,260,Female,99,1,Research Scientist,Single,2279,11781,1,No,16,80,0,7,2,7,7,0,3,Bachelor,Very High,High,Medium,Excellent,Very High,Good
192,35,Yes,Travel_Rarely,556,Research & Development,23,Life Sciences,261,Male,50,2,Manufacturing Director,Married,5916,15497,3,Yes,13,80,0,8,1,1,0,0,1,College,Medium,Medium,High,Excellent,Low,Better
193,43,No,Non-Travel,1344,Research & Development,7,Medical,262,Male,37,1,Research Scientist,Divorced,2089,5228,4,No,14,80,3,7,3,5,4,2,2,Bachelor,Very High,Very High,Very High,Excellent,Very High,Best
194,45,No,Non-Travel,1195,Research & Development,2,Medical,264,Male,65,4,Manager,Married,16792,20462,9,No,23,80,1,22,1,20,8,11,8,College,Low,Medium,Very High,Outstanding,Very High,Better
195,37,No,Travel_Rarely,290,Research & Development,21,Life Sciences,267,Male,65,1,Research Scientist,Married,3564,22977,1,Yes,12,80,1,8,3,8,7,1,7,Bachelor,Medium,Very High,Low,Excellent,Low,Good
196,35,No,Travel_Frequently,138,Research & Development,2,Medical,269,Female,37,2,Laboratory Technician,Single,4425,15986,5,No,11,80,0,10,5,6,2,1,2,Bachelor,Medium,High,Medium,Excellent,Very High,Better
197,42,No,Non-Travel,926,Research & Development,21,Medical,270,Female,36,2,Manufacturing Director,Divorced,5265,16439,2,No,16,80,1,11,5,5,3,0,2,College,High,High,High,Excellent,Medium,Better
198,38,No,Travel_Rarely,1261,Research & Development,2,Life Sciences,271,Male,88,2,Manufacturing Director,Married,6553,7259,9,No,14,80,0,14,3,1,0,0,0,Master,Very High,High,High,Excellent,Medium,Better
199,38,No,Travel_Rarely,1084,Research & Development,29,Technical Degree,273,Male,54,2,Manufacturing Director,Married,6261,4185,3,No,18,80,1,9,3,7,7,1,7,Bachelor,Very High,High,Very High,Excellent,Low,Bad
200,27,No,Travel_Frequently,472,Research & Development,1,Technical Degree,274,Male,60,2,Manufacturing Director,Married,4298,9679,5,No,19,80,1,6,1,2,2,2,0,Below College,High,Medium,Low,Excellent,High,Better
201,49,No,Non-Travel,1002,Research & Development,18,Life Sciences,275,Male,92,2,Manufacturing Director,Divorced,6804,23793,1,Yes,15,80,2,7,0,7,7,1,7,Master,Very High,High,Very High,Excellent,Low,Better
202,34,No,Travel_Frequently,878,Research & Development,10,Medical,277,Male,43,1,Research Scientist,Divorced,3815,5972,1,Yes,17,80,1,5,4,5,3,2,0,Master,Very High,High,High,Excellent,Very High,Best
203,40,No,Travel_Rarely,905,Research & Development,19,Medical,281,Male,99,2,Laboratory Technician,Married,2741,16523,8,Yes,15,80,1,15,2,7,2,3,7,College,High,High,Very High,Excellent,High,Best
204,38,Yes,Travel_Rarely,1180,Research & Development,29,Medical,282,Male,70,2,Healthcare Representative,Married,6673,11354,7,Yes,19,80,0,17,2,1,0,0,0,Below College,Medium,High,Low,Excellent,Medium,Better
205,29,Yes,Travel_Rarely,121,Sales,27,Marketing,283,Female,35,3,Sales Executive,Married,7639,24525,1,No,22,80,3,10,3,10,4,1,9,Bachelor,Medium,High,Very High,Outstanding,Very High,Good
206,22,No,Travel_Rarely,1136,Research & Development,5,Life Sciences,284,Male,60,1,Research Scientist,Divorced,2328,12392,1,Yes,16,80,1,4,2,4,2,2,2,Bachelor,Very High,Very High,Medium,Excellent,Low,Good
207,36,No,Travel_Frequently,635,Research & Development,18,Medical,286,Female,73,1,Laboratory Technician,Single,2153,7703,1,No,13,80,0,8,2,8,1,1,7,Below College,Medium,High,Very High,Excellent,Low,Better
208,40,No,Non-Travel,1151,Research & Development,9,Life Sciences,287,Male,63,2,Healthcare Representative,Married,4876,14242,9,No,14,80,1,5,5,3,2,0,2,Doctor,Very High,Medium,Very High,Excellent,Very High,Bad
209,46,No,Travel_Rarely,644,Research & Development,1,Medical,288,Male,97,3,Healthcare Representative,Divorced,9396,12368,7,No,16,80,1,17,3,4,2,0,3,Master,Very High,High,Low,Excellent,High,Better
210,32,Yes,Travel_Rarely,1045,Sales,4,Medical,291,Male,32,3,Sales Executive,Married,10400,25812,1,No,11,80,0,14,2,14,8,9,8,Master,Very High,Low,Very High,Excellent,High,Good
211,30,No,Non-Travel,829,Research & Development,1,Life Sciences,292,Male,88,3,Manufacturing Director,Single,8474,20925,1,No,22,80,0,12,2,11,8,5,8,Below College,High,Medium,High,Outstanding,High,Better
212,27,No,Travel_Frequently,1242,Sales,20,Life Sciences,293,Female,90,2,Sales Executive,Single,9981,12916,1,No,14,80,0,7,2,7,7,0,7,Bachelor,Very High,High,High,Excellent,Very High,Better
213,51,No,Travel_Rarely,1469,Research & Development,8,Life Sciences,296,Male,81,3,Research Director,Married,12490,15736,5,No,16,80,2,16,5,10,9,4,7,Master,Medium,Medium,Medium,Excellent,Very High,Bad
214,30,Yes,Travel_Rarely,1005,Research & Development,3,Technical Degree,297,Female,88,1,Research Scientist,Single,2657,8556,5,Yes,11,80,0,8,5,5,2,0,4,Bachelor,Very High,High,Low,Excellent,High,Better
215,41,No,Travel_Rarely,896,Sales,6,Life Sciences,298,Female,75,3,Manager,Single,13591,14674,3,Yes,18,80,0,16,3,1,0,0,0,Bachelor,Very High,High,Very High,Excellent,High,Better
216,30,Yes,Travel_Frequently,334,Sales,26,Marketing,299,Female,52,2,Sales Executive,Single,6696,22967,5,No,15,80,0,9,5,6,3,0,1,Master,High,Medium,Low,Excellent,High,Good
217,29,Yes,Travel_Rarely,992,Research & Development,1,Technical Degree,300,Male,85,1,Research Scientist,Single,2058,19757,0,No,14,80,0,7,1,6,2,1,5,Bachelor,High,High,High,Excellent,Very High,Good
218,45,No,Non-Travel,1052,Sales,6,Medical,302,Female,57,3,Sales Executive,Single,8865,16840,6,No,12,80,0,23,2,19,7,12,8,Bachelor,Very High,Medium,Very High,Excellent,Very High,Better
219,54,No,Travel_Rarely,1147,Sales,3,Marketing,303,Female,52,2,Sales Executive,Married,5940,17011,2,No,14,80,1,16,4,6,2,0,5,Bachelor,Very High,High,Low,Excellent,Very High,Better
220,36,No,Travel_Rarely,1396,Research & Development,5,Life Sciences,304,Male,62,2,Laboratory Technician,Single,5914,9945,8,No,16,80,0,16,3,13,11,3,7,College,Very High,High,Medium,Excellent,Very High,Best
221,33,No,Travel_Rarely,147,Research & Development,4,Medical,305,Female,47,1,Research Scientist,Married,2622,13248,6,No,21,80,0,7,3,3,2,1,1,Master,High,Medium,Medium,Outstanding,Very High,Better
222,37,No,Travel_Frequently,663,Research & Development,11,Other,306,Male,47,3,Research Director,Divorced,12185,10056,1,Yes,14,80,3,10,1,10,8,0,7,Bachelor,Medium,High,Very High,Excellent,High,Better
223,38,No,Travel_Rarely,119,Sales,3,Life Sciences,307,Male,76,3,Sales Executive,Divorced,10609,9647,0,No,12,80,2,17,6,16,10,5,13,Bachelor,Low,High,High,Excellent,High,Good
224,31,No,Non-Travel,979,Research & Development,1,Medical,308,Male,90,2,Manufacturing Director,Married,4345,4381,0,No,12,80,1,6,2,5,4,1,4,Master,High,Low,High,Excellent,Very High,Better
225,59,No,Travel_Rarely,142,Research & Development,3,Life Sciences,309,Male,70,1,Research Scientist,Married,2177,8456,3,No,17,80,1,7,6,1,0,0,0,Bachelor,High,Medium,Very High,Excellent,Low,Better
226,37,No,Travel_Frequently,319,Sales,4,Marketing,311,Male,41,1,Sales Representative,Divorced,2793,2539,4,No,17,80,1,13,2,9,8,5,8,Master,Low,High,Very High,Excellent,High,Better
227,29,No,Travel_Frequently,1413,Sales,1,Medical,312,Female,42,3,Sales Executive,Married,7918,6599,1,No,14,80,1,11,5,11,10,4,1,Below College,Medium,High,Very High,Excellent,Very High,Better
228,35,No,Travel_Frequently,944,Sales,1,Marketing,314,Female,92,3,Sales Executive,Single,8789,9096,1,No,14,80,0,10,3,10,7,0,8,Bachelor,High,High,High,Excellent,Low,Best
229,29,Yes,Travel_Rarely,896,Research & Development,18,Medical,315,Male,86,1,Research Scientist,Single,2389,14961,1,Yes,13,80,0,4,3,4,3,0,1,Below College,High,Medium,Very High,Excellent,High,Good
230,52,No,Travel_Rarely,1323,Research & Development,2,Life Sciences,316,Female,89,1,Laboratory Technician,Single,3212,3300,7,No,15,80,0,6,3,2,2,2,2,Bachelor,High,Medium,Very High,Excellent,Medium,Good
231,42,No,Travel_Rarely,532,Research & Development,4,Technical Degree,319,Male,58,5,Manager,Married,19232,4933,1,No,11,80,0,22,3,22,17,11,15,College,High,High,Very High,Excellent,Very High,Better
